Campaign_ID,Channel,Product_Category,Region,Longitude,Latitude,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM0491,Radio,Groceries,Johor,103.662,1.492,239250,366631,542478,12286,0.5535,4229,0.6439,334016,4.85,282,11/2/2023,,5,7,Medium
CAM0492,Radio,Electronics,Sarawak,110.3626,1.5532,418201,,74999,23351,0.8018,8010,,58031,3.83,259,29/12/2023,2/9/2023,1,1,Low
CAM0493,Email,Groceries,Sarawak,110.3626,1.5532,,309593,478726,,0.3885,,0.1706,252117,2.03,209,14/12/2023,1/7/2023,4,8,Low
CAM0494,Billboard,Health,Sabah,116.0735,5.9783,168438,387655,635043,11027,0.4662,5279,0.5068,9101,0.11,,14/11/2023,21/6/2023,4,5,Low
CAM0495,Social Media,Fashion,Sarawak,110.3626,1.5532,139952,61848,817673,19620,0.399,915,0.1933,,1.6,154,22/1/2023,11/2/2023,2,1,High
CAM0496,Radio,Health,Sarawak,110.3626,1.5532,156490,237800,54689,7972,0.7103,4849,0.7588,611920,4.72,243,9/9/2023,23/6/2023,1,4,Low
CAM0497,TV,Electronics,Sabah,116.0735,5.9783,415764,273380,818945,17205,0.0398,2285,0.1044,340385,3.06,220,15/2/2023,23/3/2023,,2,Medium
CAM0498,Social Media,Automotive,Johor,103.662,1.492,355615,395165,626228,,0.6477,6531,0.0581,,4.84,232,27/1/2023,16/7/2023,1,3,Low
CAM0499,Social Media,Health,Sarawak,110.3626,1.5532,397025,393644,895519,31702,0.6407,6799,0.1554,342103,2.59,284,28/3/2023,20/11/2023,36.84435094,6,Medium
CAM0500,Social Media,Automotive,Sabah,116.0735,5.9783,123770,21424,221931,,0.3595,7696,0.7508,921557,2.08,319,29/4/2023,22/7/2023,,9,
CAM0501,TV,Automotive,Malacca,102.2527,2.1896,3171300,91250,2420320,19906,0.1027,5204,,3891040,1.15,227,20/5/2023,18/7/2023,36.84435094,5,Medium
CAM0502,Social Media,Electronics,Sarawak,110.3626,1.5532,168458,107379,160308,18743,0.9777,9762,0.8052,188346,3.99,48,13/3/2023,14/1/2023,4,7,Medium
CAM0503,Email,Electronics,Sabah,116.0735,5.9783,,,930565,13050,0.5758,2936,0.762,477588,0.14,,27/6/2023,22/1/2023,1,1,Medium
CAM0504,Social Media,Electronics,Sarawak,110.3626,1.5532,343831,3917364.85,278832,,0.4795,5548,0.9063,324056,0.1,221,1/9/2023,19/12/2023,2,1,High
CAM0505,Billboard,Electronics,Sarawak,110.3626,1.5532,153021,,282266,30647,,4941,0.004,325187,0.94,8,21/7/2023,24/7/2023,2,9,High
CAM0506,TV,Health,Penang,100.3314,5.4141,241947,34609,806859,1714,,7604,0.2662,251600,4.95,55,21/7/2023,28/6/2023,1,7,High
CAM0507,Radio,Groceries,Kuala Lumpur,101.6869,3.139,454113,56042,609699,,0.2533,1351,,488227,0.83,307,29/7/2023,15/3/2023,1,4,
CAM0508,Billboard,Groceries,Johor,103.662,1.492,4687462.196,21601,,49936,0.754,3120,0.7126,44270,1.84,222,6/12/2023,23/7/2023,1,,High
CAM0509,Billboard,Groceries,Johor,103.662,1.492,342781,371159,748338,26201,0.3505,3020,0.5948,888376,3.52,260,24/10/2023,8/6/2023,2,10,Medium
CAM0510,Email,Automotive,Kuala Lumpur,101.6869,3.139,157460,22484,640020,13874,0.1166,,0.2637,637240,1.47,305,1/6/2023,20/3/2023,2,,High
CAM0511,Social Media,Groceries,Sarawak,110.3626,1.5532,154679,14756,657999,,0.824,6082,0.3588,999980,1.01,261,29/8/2023,27/5/2023,4,6,High
CAM0512,Social Media,Fashion,Kuala Lumpur,101.6869,3.139,337990,365571,649105,29580,0.9449,7295,0.7092,181871,0.48,97,19/10/2023,14/2/2023,,1,Low
CAM0513,Radio,Automotive,Kuala Lumpur,101.6869,3.139,24267,329898,465707,24362,0.288,8329,,42572,4.95,124,6/3/2023,18/1/2023,4,4,High
CAM0514,Radio,Health,Penang,100.3314,5.4141,39009,325561,499716,47728,0.8413,6398,0.2404,637159,0.46,178,9/5/2023,5/3/2023,2,9,High
CAM0515,Social Media,Fashion,Penang,100.3314,5.4141,312826,99059,,37392,0.0142,6401,,980227,,262,8/7/2023,20/3/2023,4,,
CAM0516,TV,Electronics,Sarawak,110.3626,1.5532,229568,76392,393842,12792,0.0528,6116,0.1333,916263,3.63,251,31/12/2023,28/7/2023,1,3,Low
CAM0517,Radio,Fashion,Sabah,116.0735,5.9783,,391942,643466,,0.6262,6362,0.8057,132950,4.89,137,11/4/2023,10/10/2023,1,1,
CAM0518,Email,Health,Kuala Lumpur,101.6869,3.139,62170,444759,784171,18764,0.9353,6478,0.9101,189598,2.96,,30/10/2023,26/11/2023,2,7,
CAM0519,TV,Automotive,Sarawak,110.3626,1.5532,102955,112756,,,0.5782,8982,0.6248,926746,3.57,115,27/12/2023,22/2/2023,3,2,High
CAM0520,Radio,Fashion,Kuala Lumpur,101.6869,3.139,438774,363369,,4243,0.9071,3274,0.1282,,3.26,121,17/3/2023,,5,1,Medium
CAM0521,Email,Fashion,Sarawak,110.3626,1.5532,261921,74899,586902,40186,,3001,0.8892,701989,3.85,342,22/3/2023,10/10/2023,2,3,High
CAM0522,Social Media,Groceries,Sabah,116.0735,5.9783,193805,197436,623532,44937,0.2714,1019,0.6744,464136,0.78,125,11/10/2023,25/1/2023,5,3,Low
CAM0523,Radio,Fashion,Penang,100.3314,5.4141,389362,290202,216825,26529,0.8953,1901,0.0286,171194,0.57,169,4/6/2023,19/1/2023,3,,Low
CAM0524,Social Media,Automotive,Johor,103.662,1.492,201823,177959,307872,,0.894,4420,0.1423,909459,2.47,,17/1/2023,1/10/2023,4,8,Medium
CAM0525,Social Media,Fashion,Sabah,116.0735,5.9783,1754140.921,351253,681921,41979,0.0426,4212,0.3027,530617,4.47,174,4/5/2023,26/6/2023,4,5,Low
CAM0526,Radio,Electronics,Malacca,102.2527,2.1896,2221200,4317430,441860,36738,0.2738,8456,0.6541,4526300,1.61,277,4/4/2023,5/12/2023,1,9,Low
CAM0527,Radio,Electronics,Penang,100.3314,5.4141,413793,16931,500876,188618.9239,0.21,3997,0.1885,324294,3.05,151,10/11/2023,1/6/2023,5,6,Medium
CAM0528,TV,Health,Sarawak,110.3626,1.5532,364876,299834,610033,48789,0.4481,4508,0.2418,469025,3.1,357,16/2/2023,15/3/2023,4,5,Medium
CAM0529,TV,Groceries,Penang,100.3314,5.4141,421527,340175,270494,25480,0.6372,8649,0.4354,742005,0.72,248,20/8/2023,1/8/2023,,5,Low
CAM0530,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,387643,309748,828443,9729,0.6703,8264,0.304,216002,4.39,41,7/6/2023,24/7/2023,2,2,Medium
CAM0531,Radio,Electronics,Sarawak,110.3626,1.5532,239843,324792,34168,,0.7784,7709,0.7534,722322,2.52,8,23/8/2023,27/3/2023,3,6,Medium
CAM0532,Billboard,Groceries,Penang,100.3314,5.4141,417250,,954316,40810,0.2002,,0.0902,345044,,359,14/2/2023,7/2/2023,2,3,High
CAM0533,Email,Groceries,Sabah,116.0735,5.9783,,,696751,,,5247,0.146,983661,22.75344004,302,23/5/2023,4/4/2023,3,4,Low
CAM0534,Radio,Health,Penang,100.3314,5.4141,69594,161069,465474,2601,0.214,8382,,207547,1.11,,14/5/2023,29/1/2023,5,9,
CAM0535,Email,Groceries,Johor,103.662,1.492,289963,100395,35963,9477,0.9138,654,0.5301,221845,4.11,,21/2/2023,29/9/2023,5,3,High
CAM0536,Billboard,Groceries,Sarawak,110.3626,1.5532,317533,203334,343785,,0.8571,5416,0.7073,474742,3.36,38,13/2/2023,,3,1,High
CAM0537,Email,Automotive,Sabah,116.0735,5.9783,235411,280809,605597,,0.6369,,0.9849,580621,1.07,61,26/3/2023,23/11/2023,4,2,
CAM0538,Radio,Fashion,Penang,100.3314,5.4141,17448,178854,261399,19778,0.7181,3295,0.3138,103080,1.54,305,1/1/2023,4/7/2023,2,9,Medium
CAM0539,TV,Electronics,Penang,100.3314,5.4141,236876,419115,843631,48076,0.046,179,0.5014,469986,4.9,195,22/3/2023,21/12/2023,4,3,Low
CAM0540,Billboard,Fashion,Malacca,102.2527,2.1896,3972800,2913680,9710710,,0.4292,1093,0.0295,7175800,1.16,23,17/7/2023,,3,9,High
CAM0541,Social Media,Fashion,Johor,103.662,1.492,41410,429434,,,0.3775,1569,0.5034,567491,2.12,1481.145285,24/1/2023,24/5/2023,1,2,High
CAM0542,Billboard,Health,Sabah,116.0735,5.9783,72541,436613,207093,5356,0.7141,4497,,59955,3.86,15,26/3/2023,24/4/2023,1,7,Low
CAM0543,Social Media,Groceries,Johor,103.662,1.492,133717,17996,991848,9974,0.1268,1812,0.7122,813584,4.44,126,1/1/2024,31/3/2023,5,9,Low
CAM0544,Billboard,Fashion,Sabah,116.0735,5.9783,20987,282585,3531193.165,7571,0.1639,2350,0.0524,293907,4.28,282,5/2/2023,27/1/2023,5,5,High
CAM0545,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,80185,64707,816942,7402,0.269,181,0.779,792013,2.69,127,11/3/2023,24/11/2023,5,10,Low
CAM0546,Social Media,Groceries,Penang,100.3314,5.4141,184191,,,14124,0.2263,4405,0.866,,,230,9/3/2023,8/4/2023,,,Medium
CAM0547,TV,Fashion,Sarawak,110.3626,1.5532,78905,183821,,43568,4.417738485,5747,0.7088,302703,4.01,63,26/3/2023,28/7/2023,1,1,Medium
CAM0548,Social Media,Health,Sabah,116.0735,5.9783,340853,445495,622366,2829,0.1579,803,0.6097,879415,3.72,297,8/11/2023,15/8/2023,3,,High
CAM0549,Radio,Groceries,Johor,103.662,1.492,433672,187675,755942,25529,0.9842,8898,0.4828,94651,1.17,24,15/7/2023,7/12/2023,4,4,Medium
CAM0550,Billboard,Health,Kuala Lumpur,101.6869,3.139,175929,16147,883466,9986,0.969,6894,0.7209,106867,4.39,332,27/2/2023,10/8/2023,3,1,Medium
CAM0551,Social Media,Health,Sarawak,110.3626,1.5532,399907,43118,611472,33826,0.3198,1582,0.3405,683468,4.92,45,10/3/2023,,5,7,High
CAM0552,TV,Health,Johor,103.662,1.492,232256,23700,324577,45325,0.6966,6396,0.9506,858205,3.17,39,6/12/2023,12/9/2023,1,2,High
CAM0553,Social Media,Electronics,Penang,100.3314,5.4141,326254,289537,195283,33069,0.0679,7502,0.5522,701497,3.68,52,9/6/2023,16/3/2023,5,4,Low
CAM0554,Social Media,Groceries,Penang,100.3314,5.4141,257232,234765,262976,15141,0.1468,3910,0.0245,261424,4.83,,16/8/2023,30/6/2023,5,8,Low
CAM0555,Social Media,Electronics,Sabah,116.0735,5.9783,30331,263809,10959,43219,,86,0.6894,815503,0.9,107,21/8/2023,3/10/2023,3,5,Medium
CAM0556,Social Media,Fashion,Sabah,116.0735,5.9783,53776,333480,178930,36275,0.4217,8334,,766795,1.7,,12/4/2023,27/11/2023,4,7,High
CAM0557,Radio,Groceries,Sarawak,110.3626,1.5532,,329707,352809,3608,0.819,6392,,530119,,338,28/6/2023,15/9/2023,5,4,Low
CAM0558,Email,Fashion,Kuala Lumpur,101.6869,3.139,270632,14937,92976,,,,0.8048,,3.76,,29/7/2023,14/5/2023,3,1,Medium
CAM0559,Social Media,Groceries,Penang,100.3314,5.4141,,103096,666541,32812,0.9048,1490,0.7529,101189,4.15,83,28/9/2023,12/1/2023,4,5,Medium
CAM0560,Social Media,Electronics,Sabah,116.0735,5.9783,101259,296067,2304585.147,10723,0.0031,9710,0.5355,563058,0.33,223,25/1/2023,28/10/2023,1,5,Medium
CAM0561,Radio,Electronics,Kuala Lumpur,101.6869,3.139,195734,142076,649710,43602,,48713.22576,0.1559,156723,1.57,1,19/5/2023,25/3/2023,5,7,Low
CAM0562,Radio,Automotive,Penang,100.3314,5.4141,225169,17464,709437,890,0.4907,6530,0.1475,728093,0.38,295,22/6/2023,10/5/2023,4,,Low
CAM0563,Radio,Groceries,Sabah,116.0735,5.9783,336165,233625,248947,34172,0.3772,5552,0.3556,945373,,220,22/3/2023,11/5/2023,3,9,Medium
CAM0564,Email,Groceries,Penang,100.3314,5.4141,364677,205826,614486,22783,0.9585,5702,,812916,0.86,171,12/12/2023,19/8/2023,5,7,Low
CAM0565,TV,Health,Sarawak,110.3626,1.5532,74480,113426,437029,41242,7.177508811,5509,0.4027,957813,0,281,23/8/2023,15/4/2024,1,9,Medium
CAM0566,Billboard,Groceries,Kuala Lumpur,101.6869,3.139,45722,233551,878192,31861,0.0256,,0.9406,760137,0.14,212,9/11/2023,7/7/2023,2,6,Medium
CAM0567,Email,Fashion,Penang,100.3314,5.4141,44311,13763,,9361,0.4447,7279,0.3359,406441,0.54,25,23/2/2023,,3,7,Medium
CAM0568,Social Media,Electronics,Sarawak,110.3626,1.5532,116318,95113,732796,43008,0.2962,388,0.5338,78177,1.09,26,28/4/2023,17/4/2023,,4,High
CAM0569,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,422417,155992,147850,6354,,8832,0.9656,509856,,165,14/7/2023,4/7/2023,,1,Low
CAM0570,Social Media,Health,Johor,103.662,1.492,185962,267745,922755,30894,3.726599333,39029.06154,0.5794,392178,4.67,135,24/6/2023,,2,8,High
CAM0571,Email,Automotive,Sabah,116.0735,5.9783,115490,446117,,34881,0.0046,,0.6497,575249,4.56,1,23/12/2023,25/2/2023,5,2,Low
CAM0572,Social Media,Health,Johor,103.662,1.492,205838,63870,561863,,0.3244,3735,,297869,3.82,168,17/5/2023,12/4/2023,5,9,High
CAM0573,Billboard,Health,Penang,100.3314,5.4141,379417,331414,13168,43118,0.412,4205,0.444,781751,0.81,10,4/2/2023,1/5/2023,5,44.45747469,Medium
CAM0574,Billboard,Groceries,Penang,100.3314,5.4141,400592,,19261,,0.7997,,0.121,787185,0.56,5,18/1/2023,,4,5,Medium
CAM0575,Radio,Electronics,Sarawak,110.3626,1.5532,434387,328724,657225,12305,0.6042,5388,0.1581,819196,1.68,158,15/4/2023,9/4/2023,3,7,High
CAM0576,TV,Health,Johor,103.662,1.492,487399,229919,818660,27069,0.6183,5456,0.4736,159812,2.99,325,20/10/2023,7/5/2023,1,8,Medium
CAM0577,TV,Electronics,Johor,103.662,1.492,380117,167686,219500,23427,0.4498,5409,0.6598,438157,1.64,65,15/8/2023,10/9/2023,2,10,High
CAM0578,Social Media,Electronics,Sarawak,110.3626,1.5532,436002,385285,838163,,0.4128,2444,,598766,2.01,171,28/3/2023,25/9/2023,2,9,High
CAM0579,Radio,Groceries,Sarawak,110.3626,1.5532,362746,1,849920,,0.4984,9146,0.3207,675806,,60,9/8/2023,11/11/2023,5,6,Medium
CAM0580,Billboard,Fashion,Sabah,116.0735,5.9783,369325,435959,658858,3333,,,0.2621,63097,0.69,277,20/1/2023,27/9/2023,1,4,Low
CAM0581,Social Media,Electronics,Penang,100.3314,5.4141,486362,57947,970155,39758,0.4968,4896,0.6728,764647,0.11,118,22/2/2023,29/1/2023,4,4,High
CAM0582,Social Media,Automotive,Malacca,102.2527,2.1896,,3912060,,43389,0.035,1264,0.5528,9717200,2.72,261,17/2/2023,30/10/2023,2,,Low
CAM0583,TV,Groceries,Kuala Lumpur,101.6869,3.139,283143,429552,631306,44178,0.8635,4614,0.3407,1092963.419,4.07,98,26/3/2023,28/6/2023,2,6,Medium
CAM0584,Social Media,Fashion,Johor,103.662,1.492,132805,275556,231111,19100,0.5874,8557,0.1935,353665,4.31,178,4/4/2023,29/12/2023,5,7,High
CAM0585,Email,Groceries,Kuala Lumpur,101.6869,3.139,487352,365883,991733,41059,0.1256,1085,0.1304,417907,3.25,297,18/5/2023,22/6/2023,2,4,Low
CAM0586,Social Media,Groceries,Sabah,116.0735,5.9783,320621,400940,872445,46406,0.743,7650,,854378,2.68,105,7/2/2023,,2,44.45747469,High
CAM0587,Email,Electronics,Sabah,116.0735,5.9783,276024,404163,6597966.998,41707,0.2049,2801,0.5484,51674,4.93,335,19/10/2023,29/10/2023,5,6,Low
CAM0588,Billboard,Fashion,Sarawak,110.3626,1.5532,,361428,36431,22101,0.9266,935,0.89,97045,1.17,109,4/12/2023,5/9/2023,2,6,Medium
CAM0589,Billboard,Groceries,Sabah,116.0735,5.9783,406222,28114,,15627,0.5729,3975,0.741,501374,0.14,282,23/3/2023,14/6/2023,1,44.45747469,Low
CAM0590,Billboard,Fashion,Kuala Lumpur,101.6869,3.139,373268,249667,306337,42400,0.082,4188,0.9669,385064,4.89,344,4/10/2023,15/4/2023,3,9,Low
CAM0591,Email,Health,Penang,100.3314,5.4141,79984,,780810,2453,0.6133,4919,0.2068,593836,4.04,251,25/2/2023,5/3/2023,3,,
CAM0592,TV,Electronics,Johor,103.662,1.492,83395,36705,,43975,,3214,0.6093,707329,4.6,,21/1/2023,10/3/2023,1,6,Low
CAM0593,Social Media,Health,Penang,100.3314,5.4141,4349796.307,46413,326597,50005.54529,0.6576,5381,0.7283,,2.45,57,8/12/2023,,,5,Medium
CAM0594,TV,Fashion,Sabah,116.0735,5.9783,128250,135716,49371,49080,0.975,6817,0.7941,508343,1.26,,26/7/2023,19/4/2023,5,9,Low
CAM0595,Billboard,Health,Sabah,116.0735,5.9783,102396,210452,342317,8938,0.3228,,0.8022,927115,4.74,297,12/7/2023,14/8/2023,3,6,High
CAM0596,Email,Health,Sabah,116.0735,5.9783,493277,374517,237671,16813,0.053,9879,0.8783,696731,,168,11/11/2023,16/1/2023,3,8,Low
CAM0597,TV,Electronics,Kuala Lumpur,101.6869,3.139,281583,150428,51984,49105,,7991,0.0936,835502,,961.1687487,29/8/2023,16/5/2023,5,4,Low
CAM0598,Email,Groceries,Sarawak,110.3626,1.5532,460520,48935,179006,36889,0.4257,6244,0.742,771660,2.69,,11/7/2023,7/8/2023,1,5,Medium
CAM0599,Email,Groceries,Sarawak,110.3626,1.5532,231580,419238,212101,22115,,1768,1.120776068,500320,,227,19/7/2023,11/8/2023,4,10,Medium
CAM0600,Email,Automotive,Kuala Lumpur,101.6869,3.139,,163467,434539,,0.3042,2920,0.1336,777206,0.27,39,12/7/2023,30/6/2023,2,4,Low
CAM0601,Radio,Electronics,Penang,100.3314,5.4141,448428,165284,676717,22528,0.9917,20739.84558,0.2273,803047.2299,,102,7/7/2023,,5,4,Medium
CAM0602,Billboard,Health,Sabah,116.0735,5.9783,148363,235308,674655,9327,0.3355,8779,0.5293,129302,0.57,304,11/9/2023,31/10/2023,,,High
CAM0603,Social Media,Fashion,Sabah,116.0735,5.9783,127251,139377,249272,2486,0.6885,3496,0.3432,710953,2.95,162,25/11/2023,30/1/2023,1,2,Low
CAM0604,TV,Automotive,Kuala Lumpur,101.6869,3.139,268997,266030,489791,31296,0.0185,2444,0.7459,307744,,102,24/5/2023,26/8/2023,5,3,Medium
CAM0605,Email,Electronics,Penang,100.3314,5.4141,80870,436322,528317,45722,0.4777,9980,0.4123,885128,1.96,114,22/11/2023,2/7/2023,4,1,High
CAM0606,Radio,Fashion,Johor,103.662,1.492,156457,59716,51674,5362,0.3323,5718,0.295,429363,0.56,260,9/6/2023,26/4/2023,3,5,
CAM0607,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,123318,433907,396215,29082,0.0459,6297,0.3821,392377,0.55,50,26/7/2023,5/5/2023,,1,High
CAM0608,Radio,Health,Penang,100.3314,5.4141,263091,1299031.024,353622,42525,0.1782,9927,0.3456,107809,1.1,84,19/8/2023,14/8/2023,3,4,Low
CAM0609,Radio,Electronics,Penang,100.3314,5.4141,,412085,152653,22477,0.3249,419,0.9849,551007,1.96,68,18/4/2023,3/10/2023,2,3,High
CAM0610,Radio,Fashion,Johor,103.662,1.492,494379,,7418273.594,1450,0.0535,5293,0.3188,914557,3.82,363,9/11/2023,30/6/2023,3,7,Low
CAM0611,Billboard,Health,Sabah,116.0735,5.9783,431360,,939192,23442.00583,0.3057,9795,0.3314,852048,3.2,330,8/5/2023,7/8/2023,3,5,Medium
CAM0612,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,201393,126893,548415,41689,0.9462,,0.667,724208,4.62,187,15/9/2023,19/5/2023,,8,
CAM0613,Social Media,Fashion,Johor,103.662,1.492,374742,390767,158430,28831,0.9665,776,0.0943,602621,1.24,186,29/12/2023,28/5/2023,,6,Low
CAM0614,Email,Electronics,Kuala Lumpur,101.6869,3.139,277121,,760705,7224,0.239,5978,,303488,1.93,338,10/5/2023,3/10/2023,1,3,Low
CAM0615,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,461839,249295,383749,41059,0.9208,,0.9446,524299,4.41,64,1/3/2023,1/2/2023,,2,Medium
CAM0616,Billboard,Groceries,Kuala Lumpur,101.6869,3.139,335097,329867,712333,14939,,4508,0.7611,898431,0.44,115,16/11/2023,18/2/2023,4,5,Low
CAM0617,Social Media,Health,Johor,103.662,1.492,456598,147012,852146,12981,,4228,0.5789,,2.9,187,26/8/2023,28/11/2023,3,,Medium
CAM0618,TV,Health,Sarawak,110.3626,1.5532,139445,,755029,21018,0.8111,6054,0.4906,250049,,6,12/4/2023,25/8/2023,1,7,Medium
CAM0619,Radio,Fashion,Kuala Lumpur,101.6869,3.139,498727,,559427,28604,0.1855,7694,0.2157,440981,1.84,173,19/6/2023,31/5/2023,2,9,Low
CAM0620,Social Media,Health,Penang,100.3314,5.4141,,102166,582682,17706,,912,0.9604,545468,0.2,277,29/10/2023,10/4/2023,2,10,Medium
CAM0621,Social Media,Fashion,Sarawak,110.3626,1.5532,499371,183734,101282,39999,0.0147,1057,0.5644,724403,2.23,181,7/7/2023,25/7/2023,1,3,Medium
CAM0622,Email,Automotive,Sabah,116.0735,5.9783,,285039,,33038,0.7905,431,0.6729,121285,1.13,202,10/4/2023,31/12/2023,,10,Low
CAM0623,Email,Fashion,Johor,103.662,1.492,187956,428844,241459,17602,0.4591,3401,0.3193,800988,4.89,65,3/11/2023,5/1/2023,5,3,Low
CAM0624,Billboard,Automotive,Johor,103.662,1.492,339525,334587,437875,13010,0.9952,1604,0.183,759956,4.83,79,28/10/2023,20/12/2023,1,4,High
CAM0625,Billboard,Health,Johor,103.662,1.492,392127,417194,988577,43699,0.5587,3315,0.501,448250,3.69,262,4/7/2023,10/8/2023,1,9,Low
CAM0626,Social Media,Fashion,Johor,103.662,1.492,290974,163252,571430,15007,,2025,0.8031,572044,1.1,344,16/11/2023,31/1/2023,1,5,Medium
CAM0627,TV,Groceries,Penang,100.3314,5.4141,158659,349952,,16285,0.3788,7917,0.4253,9832,3.67,100,13/1/2023,23/9/2023,4,8,Medium
CAM0628,TV,Health,Johor,103.662,1.492,3537134.817,82010,675956,12576,0.0886,7358,0.374086846,953241,3.78,300,7/4/2023,18/3/2023,2,7,Medium
CAM0629,TV,Automotive,Johor,103.662,1.492,269766,251398,,12414,0.1813,2573,0.4706,473658,0.83,270,18/6/2023,4/9/2023,1,10,Low
CAM0630,TV,Automotive,Sabah,116.0735,5.9783,58963,202210,249083,928,0.1878,6862,0.2667,567787,1.11,335,30/3/2023,,5,7,Medium
CAM0631,Social Media,Electronics,Sarawak,110.3626,1.5532,190552,100602,78842,,0.5669,3827,0.1359,880584,,151,6/10/2023,18/10/2023,1,2,Medium
CAM0632,Radio,Fashion,Sabah,116.0735,5.9783,202538,287095,397959,27291,0.5811,1613,0.5965,347193,1.72,97,26/2/2023,8/7/2023,3,9,Low
CAM0633,Billboard,Electronics,Kuala Lumpur,101.6869,3.139,,,62744,6969,0.4125,8669,0.4244,334717,1.35,76,10/7/2023,9/4/2023,4,5,Medium
CAM0634,Billboard,Automotive,Sarawak,110.3626,1.5532,,282219,198784,9479,0.5204,8952,,184152,3.64,114,12/1/2023,5/1/2023,1,6,Medium
CAM0635,Billboard,Electronics,Kuala Lumpur,101.6869,3.139,164487,410014,600107,44852,0.2132,9044,0.0848,218931,0.22,207,21/3/2023,25/11/2023,,2,Medium
CAM0636,Radio,Electronics,Sarawak,110.3626,1.5532,396383,,597717,48052,0.2112,7394,0.5506,,0.95,,16/3/2023,25/2/2023,3,7,Medium
CAM0637,Social Media,Health,Johor,103.662,1.492,4655301.237,292647,748357,28982,0.5806,3391,0.983,13009,4.12,,29/7/2023,19/11/2023,2,,Low
CAM0638,Social Media,Health,Kuala Lumpur,101.6869,3.139,307508,204715,156214,15081,0.042,3977,0.6151,863832,0.25,29,18/2/2023,20/10/2023,5,2,High
CAM0639,Email,Health,Kuala Lumpur,101.6869,3.139,219463,278529,524703,42734,0.6004,4213,,637227,4.61,,25/5/2023,30/7/2023,3,2,Low
CAM0640,Social Media,Automotive,Sabah,116.0735,5.9783,22600,273903,173463,2512,0.0654,5291,0.7097,43422,,324,2/10/2023,27/3/2023,4,2,Medium
CAM0641,Radio,Health,Penang,100.3314,5.4141,11351,304807,254566,26751,0.5877,835,,621172,1.09,59,24/8/2023,1/7/2023,3,5,Medium
CAM0642,TV,Groceries,Kuala Lumpur,101.6869,3.139,317838,200021,537913,12989,0.1666,8155,,670556,2.27,203,16/6/2023,,2,,Medium
CAM0643,TV,Automotive,Sarawak,110.3626,1.5532,104450,204175,814243,32530,0.5196,9685,0.3269,743023,2.65,253,14/7/2023,10/12/2023,1,10,Medium
CAM0644,Radio,Health,Sarawak,110.3626,1.5532,444799,427520,158843,23751,0.6352,3592,0.5948,,2.6,349,30/6/2023,,2,9,Low
CAM0645,TV,Fashion,Penang,100.3314,5.4141,51327,445335,678995,22186,0.1846,9232,0.948,144286,2.13,277,30/3/2023,5/2/2023,1,,High
CAM0646,Billboard,Fashion,Sarawak,110.3626,1.5532,,31774,818181,28825,0.345,8844,0.4773,564471,1.34,238,23/7/2023,10/8/2023,4,8,High
CAM0647,Social Media,Health,Sabah,116.0735,5.9783,100778,145165,327023,42091,0.5834,6805,0.9996,,3.01,215,13/8/2023,10/1/2023,4,2,High
CAM0648,Billboard,Health,Sabah,116.0735,5.9783,286689,108201,39209,,0.5465,7020,0.0673,,,,19/11/2023,22/2/2023,,6,Low
CAM0649,Email,Groceries,Sarawak,110.3626,1.5532,325324,145893,610585,29277,0.0039,9005,0.5672,304077,1.8,234,18/2/2023,23/12/2023,1,2,High
CAM0650,Radio,Fashion,Sabah,116.0735,5.9783,137921,267266,636342,,0.9746,8135,0.7439,707361,2.6,237,9/10/2023,4/1/2023,2,3,Low
CAM0651,TV,Groceries,Malacca,102.2527,2.1896,1872830,3253940,,,0.3298,,0.7146,8558670,1.86,149,3/9/2023,26/11/2023,5,3,Low
CAM0652,Social Media,Health,Sarawak,110.3626,1.5532,333850,190970,788780,37879,0.4808,4027,0.1822,632348,0.46,131,24/5/2023,2/5/2023,2,5,
CAM0653,Social Media,Health,Penang,100.3314,5.4141,297666,,,34519,0.7686,,0.7644,,4.89,151,6/10/2023,1/9/2023,5,9,Medium
CAM0654,Billboard,Automotive,Johor,103.662,1.492,431006,72957,122296,31498,0.5044,2578,0.1849,630568,3.7,,16/8/2023,6/6/2023,1,,High
CAM0655,TV,Electronics,Sarawak,110.3626,1.5532,11396,124219,657253,6735,0.9556,1036,0.7095,578370,1.57,322,18/12/2023,18/7/2023,4,8,Medium
CAM0656,Billboard,Automotive,Sabah,116.0735,5.9783,,190276,,44403,0.1509,1019,0.6208,,2.32,105,29/4/2023,18/6/2023,4,8,Medium
CAM0657,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,237701,69681,427881,18881,0.4867,,0.6877,334373,4.26,20,19/8/2023,11/1/2023,1,6,High
CAM0658,Billboard,Automotive,Sabah,116.0735,5.9783,330610,337570,429418,24709,0.6514,8467,0.1703,324320,3.8,,28/4/2023,5/3/2023,2,5,High
CAM0659,Radio,Health,Sarawak,110.3626,1.5532,358843,389837,398007,5384,0.8849,3985,0.2822,394365,4.08,165,17/4/2023,28/8/2023,1,3,Medium
